,id,name,size,price,genre
104,747,Brain Wave ™ - 32 Advanced Binaural Brainwave Entrainment Programs with iTunes Music and Relaxing Ambience,90828800,4.99,9
105,748,iSwap Faces LITE,30796800,0.0,15
106,749,DIRECTV,151397376,0.0,5
107,750,NYTimes Crossword - Daily Word Puzzle Game,46880768,0.0,8
108,751,Doodle Jump,48741376,0.99,8
109,752,LEDit – The LED Banner App,17145856,1.99,22
110,753,niconico,25808896,0.0,5
111,754,Fandango Movies - Times + Tickets,81924096,0.0,5
112,755,iCab Mobile (Web Browser),19451904,1.99,22
113,756,iRagdoll - Ragdoll Physics,118683648,0.99,8
114,757,Proloquo2Go - Symbol-based AAC,723764224,249.99,4
115,758,Dictionary.com Dictionary & Thesaurus,111275008,0.0,17
116,759,20 Minutes.fr - l'actualité en continu,109616128,0.0,14
117,760,The Masters Tournament,120725504,0.0,20
118,761,myAT&T,68491264,0.0,22
119,762,SFR TV,122153984,0.0,5
120,763,"Shutterfly: Prints, Photo Books, Cards Made Easy",122315776,0.0,15
121,764,StickWars,17010688,0.99,8
122,765,Indeed Job Search,3691520,0.0,2
123,766,World Cup Table Tennis™,31387648,0.99,8
124,767,WhatsApp Messenger,135044096,0.0,19
125,768,"iStudiez Pro – Homework, Schedule, Grades",55815168,2.99,16
126,769,Zillow Real Estate - Homes for Sale & for Rent,132632576,0.0,10
127,770,2XL Supercross,270729216,4.99,8
128,771,Pocket Tanks Deluxe,39827456,4.99,8
129,772,Wells Fargo Mobile,57328640,0.0,6
130,773,radio.de - Der Radioplayer,40717312,0.0,12
131,774,AutoScout24 - mobile used & new car market,141136896,0.0,16
132,775,Sky Burger - Build & Match Food Free,146228224,0.0,8
133,776,MindNode – Delightful Mind Mapping,52294656,9.99,16
134,777,Packing Pro,16332800,2.99,21
135,778,USAA Mobile,164382720,0.0,6
136,779,The Moron Test,45712384,0.0,5
137,780,Sunday Lawn,16086016,0.99,8
138,781,Peggle Classic,223805440,0.99,8
139,782,SmartGo Player,22159360,2.99,8
140,783,I Am T-Pain 2.0,20542280,2.99,12
141,784,TextNow - Unlimited Text + Calls,130637824,0.0,19
142,785,Boating Weather,8900608,1.99,23
143,786,Best Buy,180500480,0.0,18
144,787,I Dig It,19853312,0.99,8
145,788,Unblock Me,42926080,0.99,8
146,789,Sonic The Hedgehog,36692992,2.99,8
147,790,10 Pin Shuffle Pro Bowling,36647936,3.99,8
148,791,Sky News,91697152,0.0,14
149,792,"ESPN: Get scores, news, alerts & watch live sports",51538944,0.0,20
150,793,LiveATC Air Radio,8302592,3.99,21
151,794,The Sims 3,430128128,6.99,8
152,795,"Chess Pro with Coach - Learn,Play & Online Friends",69960704,9.99,8
153,796,Guess My Age  Math Magic,767126,0.0,4
154,797,Crush the Castle,12996628,0.99,8
155,798,2016 U.S. Open Golf Championship,139545600,0.0,20
156,799,"The Championships, Wimbledon 2016 - Tennis Grand Slam",130394112,0.0,20
157,800,TuneIn Radio Pro - MLB Audiobooks Podcasts Music,101925888,9.99,12
158,801,NBC News,52951040,0.0,14
159,802,"Grindr - Gay and same sex guys chat, meet and date",80409600,0.0,19
160,803,Whole Foods Market,137312256,0.0,18
161,804,NAVIGON Europe,144412672,74.99,13
162,805,Virtual Families,27746273,1.99,8
163,806,Sparkasse+,119648256,0.99,6
164,807,Sparkasse - Your mobile branch,119574528,0.0,6
165,808,Sleep Cycle alarm clock,79315968,0.0,9
166,809,FACEinHOLE®,12818432,0.99,15
167,810,Harvest - Select the Best Produce,18165760,1.99,7
168,811,WORMS,253834240,1.99,8
169,812,Pixel Starships™ : 8Bit MMORPG,69083136,0.0,8
170,813,Traffic Rush,8573952,0.99,8
171,814,MyRadar NOAA Weather Radar Forecast,127284224,0.0,23
172,815,Resident Evil 4: PLATINUM,81374398,4.99,8
173,816,"Waze - GPS Navigation, Maps & Real-time Traffic",94139392,0.0,13
174,817,Cartoon Wars,13216994,0.99,8
175,818,Moto X Mayhem,21010210,0.99,8
176,819,Fantasy Football Manager - FFM for FPL,35998720,0.99,20
177,820,Spotify Music,132510720,0.0,12
178,821,McDo France,37001216,0.0,7
179,822,PGA Championship 2016 – Baltusrol Golf Club,64147456,0.0,20
180,823,BFMTV : l'info en continu,100779008,0.0,14
181,824,"MyRadar Pro NOAA Weather Radar, Forecasts & Storms",123718656,1.99,23
182,825,Spider:  The Secret of Bryce Manor,126312448,1.99,8
183,826,My Measures PRO,79882240,7.99,16
184,827,Food Additives Checker (E Numbers),6418432,1.99,9
185,828,SFR Mon Compte,74093568,0.0,22
186,829,Baby Connect (Activity Log),12937216,4.99,11
187,830,Epson iPrint,53388288,0.0,15
188,831,Mad Libs,118498304,0.0,5
189,832,BATTLE BEARS: Zombies!,103197675,0.99,8
190,833,Hurricane Tracker,24574976,2.99,23
191,834,NFL Sunday Ticket,96093184,0.0,5
192,835,2016 US Open Tennis Championships,77700096,0.0,20
193,836,Dropbox,180804608,0.0,16
194,837,Wa Kingyo - Goldfish Pond,56397824,0.99,5
195,838,Monkey Preschool Lunchbox,229272576,1.99,8
196,839,Yahoo Fantasy Sports,131000320,0.0,20
197,840,Gaia GPS Classic,53097472,19.99,13
198,841,iLoan Calc (Loan calculator),3375104,3.99,6
199,842,Geocaching®,108166144,0.0,13
200,843,Camera+,89187328,1.99,15
201,844,Alter Ego,13647872,4.99,8
202,845,Parking Mania,123544576,0.99,8
203,846,Sudoku⁺,1608704,2.99,8
204,847,Period Tracker Lite,50169856,0.0,9
205,848,Camera Plus: For Macro Photos & Remote Photography,101181440,0.99,15
206,849,The perfect Egg timer,15329280,0.99,7
207,850,Letter Quiz - alphabet tracing for kids,31845376,1.99,8
208,851,Starbucks,135032832,0.0,7
209,852,央视影音-海量央视内容高清直播,54648832,0.0,20
210,853,Bloons TD,8432232,2.99,8
211,854,Weight Watchers,230720512,0.0,9
212,855,"CNN: Breaking US & World News, Live Video",80211968,0.0,14
213,856,Gilt,148201472,0.0,18
214,857,TRUTH or DARE!!! - FREE,20795392,0.0,5
215,858,Canabalt,27934720,2.99,8
216,859,Alipay - Makes Life Easy,208309248,0.0,10
217,860,Scanner911 Pro,33812480,3.99,14
218,861,Daily Teachings,20298752,4.99,10
219,862,Scanner Pro - PDF document scanner app with OCR,101346304,3.99,2
220,863,Twitter,210569216,0.0,14
221,864,"Trainline UK: Live Train Times, Tickets & Planner",110198784,0.0,21
222,865,CBS News - Watch Free Live Breaking News,78047232,0.0,14
223,866,iOvilus,9946112,1.99,5
224,867,The Impossible Quiz!,44652544,0.0,5
225,868,WolframAlpha,30369792,2.99,17
226,869,Catan,376171520,1.99,8
227,870,ScanBizCards Business Card Reader,96815104,0.99,2
228,871,"Walgreens – Pharmacy, Photo, Coupons and Shopping",169138176,0.0,18
229,872,King of Dragon Pass,364490752,9.99,8
230,873,Stylebook,44135424,3.99,10
231,874,NBA,112074752,0.0,20
232,875,Blower,98942976,0.99,5
233,876,My Cycles Period and Ovulation Tracker,77686784,0.0,9
234,877,"Kmart – Download Now, Shop Online & Pick Up Today!",94496768,0.0,18
235,878,优酷视频,204959744,0.0,5
236,879,DOOM Classic,32796672,4.99,8
237,880,SoundCloud - Music & Audio,105009152,0.0,12
238,881,imo video calls and chat,22562816,0.0,19
239,882,Plane Finder - Flight Tracker,52632576,3.99,13
240,883,"Runtastic Running, Jogging and Walking Tracker",151388160,0.0,9
241,884,iFiles,47323136,0.99,16
242,885,TeachMe: Kindergarten,59846656,1.99,4
243,886,Moorhuhn Deluxe - Crazy Chicken,27807744,0.99,8
244,887,Victoria’s Secret – The Sexiest Bras & Lingerie,60976128,0.0,18
245,888,MONOPOLY Game,194386944,0.99,8
246,889,n-tv Nachrichten,49470464,0.0,14
247,890,Shazam Encore,147118080,2.99,12
248,891,Harry Potter: Spells,125411328,0.99,8
249,892,First Words Deluxe,63316992,4.99,8
250,893,Clay Hunt,15313920,0.99,8
251,894,Dream Team - be your own fantasy football manager,69816320,0.0,20
252,895,Jet Car Stunts,32848910,1.99,8
253,896,Call of Duty: Zombies,52821364,4.99,8
254,897,"Walmart: Free 2-Day Shipping,* Easy Store Shopping",146507776,0.0,18
255,898,AirWatch Agent,24747008,0.0,2
256,899,Shop Savvy Barcode Scanner - Price Compare & Deals,89517056,0.0,18
257,900,Voice Changer Plus,40722432,0.0,5
258,901,CatPaint,73332736,0.99,15
259,902,Redbox,83906560,0.0,5
260,903,クックパッド - No.1料理レシピ検索アプリ,76644352,0.0,7
261,904,Trenches,37340259,0.99,8
262,905,The Christmas List,26137600,1.99,18
263,906,Macy's,107816960,0.0,18
264,907,Calorie Counter & Diet Tracker by MyFitnessPal,152700928,0.0,9
265,908,BlaBlaCar - Trusted Carpooling,112024576,0.0,21
266,909,Refills Calendar - Scheduler - Note,35864576,9.99,16
267,910,5-0 Radio Pro Police Scanner (Extra Feeds),49594368,3.99,14
268,911,Hipstamatic,114081792,2.99,15
269,912,Sing Karaoke Songs Unlimited with StarMaker,91267072,0.0,12
270,913,TurboScan™ Pro - document & receipt scanner: scan multiple pages and photos to PDF,8821760,4.99,2
271,914,Positivity with Andrew Johnson,69513216,2.99,9
272,915,Rat On A Scooter XL,7767040,0.99,8
273,916,IMDb Movies & TV - Trailers and Showtimes,88702976,0.0,5
274,917,Angry Birds,175966208,0.0,8
275,918,DB Navigator,84791296,0.0,21
276,919,Video Calls with Santa,27997184,2.99,10
277,920,Voyages-sncf.com : book train and bus tickets,131463168,0.0,21
278,921,The Font Game,5415000,1.99,8
279,922,ImmobilienScout24: Real Estate Search in Germany,126867456,0.0,13
280,923,Grand Theft Auto: Chinatown Wars,878883840,4.99,8
281,924,Southwest Airlines,88773632,0.0,21
282,925,The Sims 3 World Adventures,812758016,2.99,8
283,926,Star Chart,28616704,0.0,4
284,927,TaxCaster – Free tax refund calculator,7111680,0.0,6
285,928,Glow Hockey 2 FREE,34056767,0.0,8
286,929,"Big Button Box - funny sounds, sound effects buttons, pro fx soundboard, fun games board, scary music, annoying fart noises, jokes, super cool dj effect, cat, dog & animal fx",21450752,0.99,5
287,930,TV SPIELFILM - TV Programm mit Live TV,97879040,0.0,5
288,931,All-in-1 Logic GameBox,22299021,0.99,8
289,932,Roadside America,10231808,2.99,21
290,933,Pocket Yoga,132480000,2.99,9
291,934,Sonic the Hedgehog 2,47182848,2.99,8
292,935,Simply Being - Guided Meditation for Relaxation and Presence,100048896,1.99,9
293,936,CamCard - Business card scanner & reader,174839808,0.99,2
294,937,This American Life,13725696,2.99,5
295,938,Timetracks - Slit-Scan Camera,11369472,0.99,15
296,939,franceinfo - l'actualité & les élections en direct,155857920,0.0,14
297,940,DOUBUTSU URANAI®-Animal Fortune-,38718464,0.99,10
298,941,Doodle Army,17879270,0.99,8
299,942,Ameba,96635904,0.0,19
300,943,eBook: War and Peace,8039424,3.99,1
301,944,Plants vs. Zombies,105379840,0.99,8
302,945,Weibo,199585792,0.0,19
303,946,大众点评-发现品质生活,244516864,0.0,10
304,947,AlloCiné : Cinéma et Séries,123450368,0.0,5
305,948,"Badoo - Meet New People, Chat, Socialize.",157625344,0.0,19
306,949,Flick Kick Field Goal,75612160,1.99,8
307,950,Venmo,68153344,0.0,6
308,951,"Dungeons & Such Treasures,Collectibles and Dragons",84469760,2.99,8
309,952,"StarMap 3D+: Night Sky, Astronomy, Star View Guide",100368384,3.99,4
310,953,Shift Worker,7344128,1.99,16
311,954,"Spy Calc - Hide pictures, videos, documents",25097281,1.99,22
312,955,Waterlogged - Daily Hydration Tracker,43439104,0.0,9
313,956,MyNetDiary PRO - Calorie Counter and Food Diary,83851264,3.99,9
314,957,The Washington Post Classic,118980608,0.0,14
315,958,F-Sim Space Shuttle,76394496,4.99,8
316,959,"Groupon - Deals, Coupons & Discount Shopping App",127382528,0.0,18
317,960,Learn to Speak Spanish Fast With MosaLingua,48819200,4.99,4
318,961,"Coaster VR, Extreme Endless 3D Stereograph",30977024,0.99,5
319,962,Parents Calling Easter Bunny,8073209,1.99,10
320,963,Sporcle,15676416,2.99,8
321,964,"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",81876992,0.0,20
322,965,DOOM II RPG,48700821,0.99,8
323,966,STREET FIGHTER IV,581353472,4.99,8
324,967,Dr. Seuss Camera - The Cat in the Hat Edition,9906176,0.99,15
325,968,FINAL FANTASY,114843648,7.99,8
326,969,FINAL FANTASY II,199450624,7.99,8
327,970,Worms 2: Armageddon,529755136,4.99,8
328,971,SoundHound Song Search & Music Player,70516736,0.0,12
329,972,Jourist Weltübersetzer,147066880,7.99,21
330,973,TeachMe: 1st Grade,90241024,1.99,4
331,974,TeachMe: 3rd Grade,174268416,1.99,4
332,975,ヤフオク! 利用者数NO.1のオークション、フリマアプリ,187040768,0.0,18
333,976,Kik,151864320,0.0,19
334,977,Slow Shutter Cam,4466688,1.99,15
335,978,PeakFinder Earth,35478528,4.99,21
336,979,AgingBooth,31869952,0.0,5
337,980,"iWatermark - Watermark 1 or Batch of Photos. Watermarking with Text, Logo, & Graphics Overlays.",21771264,1.99,15
338,981,Tabs & Chords by Ultimate Guitar - learn and play,103049216,2.99,12
339,982,"Dude, your car!",40586240,0.99,5
340,983,Drawing Pad,220397568,1.99,5
341,984,ESPN Tournament Challenge,69057536,0.0,20
342,985,Solitaire,101943296,0.0,8
343,986,Notability,122235904,9.99,16
344,987,Rubik's® Cube,151954432,1.99,8
345,988,Super Why! Power to Read,138047488,3.99,4
346,989,Amex Mobile,105982976,0.0,6
347,990,Fruit Ninja Classic,104590336,1.99,8
348,991,Animation Creator HD,32051200,3.99,5
349,992,Plants vs. Zombies HD,225859584,0.99,8
350,993,SCRABBLE Premium for iPad,229992448,9.99,8
351,994,Graphic - illustration and design,32604160,8.99,16
352,995,Ship Finder,22948864,4.99,13
353,996,Photogene ⁴,35422208,2.99,15
354,997,Hurricane HD,32083968,3.99,23
355,998,Star Walk HD - Night Sky Map,150221824,4.99,4
356,999,Space War HD,30270464,0.99,8
357,1000,Netflix,125016064,0.0,5
358,1001,forScore,35717120,9.99,12
359,1002,ComicGlass [ComicReader],31955968,2.99,22
360,1003,iAnnotate PDF,44099584,9.99,16
361,1004,ArtStudio for iPad - Draw Sketch and Paint,34310144,4.99,15
362,1005,Call of Duty: Zombies HD,35602607,4.99,8
363,1006,Small World 2,234123264,1.99,8
364,1007,Qzone,133874688,0.0,19
365,1008,ABC – Watch Live TV & Stream Full Episodes,85724160,0.0,5
366,1009,Fieldrunners for iPad,219693056,3.99,8
367,1010,Angry Birds HD,176164864,0.0,8
368,1011,"The Weather Channel App for iPad – best local forecast, radar map, and storm tracking",59101184,0.0,23
369,1012,Do Not Press The Red Button HD,10907191,1.99,5
370,1013,"Digits, the calculator for humans",4177920,3.99,16
371,1014,"PDF Reader Pro Edition - Annotate,edit & sign PDFs",62978048,9.99,2
372,1015,National Geographic World Atlas,66138112,1.99,17
373,1016,FileBrowser - Access files on remote computers,68073472,5.99,22
374,1017,Dictionary.com Dictionary & Thesaurus for iPad,165748736,0.0,17
375,1018,Animation & Drawing by Do Ink,33857536,4.99,4
376,1019,AirCoaster - Roller Coaster Builder,22763520,0.99,8
377,1020,"Documents 6 - File manager, PDF reader and browser",107259904,0.0,16
378,1021,The World Factbook for iPad,73224192,1.99,17
379,1022,Photo Transfer App - Easy backup of photos+videos,45182976,0.0,15
380,1023,TwitCasting Viewer - Watch Live Video & Radio,16292864,0.0,5
381,1024,Ski Tracks,24851456,0.99,13
382,1025,The Photographer's Ephemeris,58463232,8.99,15
383,1026,▻Sudoku,71002112,0.0,8
384,1027,"StubHub - Tickets to Sports, Concerts and Theatre",112609280,0.0,5
385,1028,"Runtastic PRO Running, Jogging and Fitness Tracker",149536768,4.99,9
386,1029,OverDrive – Library eBooks and Audiobooks,39844864,0.0,1
387,1030,Hotels & Vacation Rentals by Booking.com,105609216,0.0,21
388,1031,The Impossible Game,14160896,0.99,8
389,1032,PrankDial - #1 Prank Call App,112515072,0.0,5
390,1033,Fox News,64705536,0.0,14
391,1034,Live Cams - HD,37161984,4.99,21
392,1035,QR Reader for iPhone,54776832,0.0,22
393,1036,Uber,283852800,0.0,21
394,1037,WEB.DE Mail,101923840,0.0,16
395,1038,iBunkoHD,40479744,6.99,1
396,1039,Hurricane Tracker For iPad,10612736,2.99,23
397,1040,"6play, TV en direct et en replay",94592000,0.0,5
398,1041,AudioNote - Notepad and Voice Recorder,33213440,9.99,2
399,1042,Breathing Zone: Guided Breathing for Mindfulness,37140480,3.99,9
400,1043,My Virtual Girlfriend - Deluxe Dating Sim,144180224,0.99,8
401,1044,Fake-A-Location Free ™,7689537,0.0,19
402,1045,QQ 浏览器-搜新闻、选小说漫画、看视频,119812096,0.0,22
403,1046,Math Ninja HD,25137152,1.99,8
404,1047,Résultats Foot en Direct,65074176,0.0,20
405,1048,Chase Mobile,34950144,0.0,6
406,1049,Captio - Email yourself with 1 tap,19054592,1.99,16
407,1050,My Vodafone,83575808,0.0,22
408,1051,Math Bingo,14602240,2.99,4
409,1052,▻Sudoku +,61595648,4.99,8
410,1053,"Tango - Free Video Call, Voice and Chat",134848512,0.0,19
411,1054,MeetMe - Chat and Meet New People,133956608,0.0,19
412,1055,WebMD for iPad,17613824,0.0,9
413,1056,GeoBee Challenge HD by National Geographic,35975168,1.99,8
414,1057,"OPlayer HD - video player, classic media streaming",127020032,4.99,5
415,1058,TouchRetouch,27962368,1.99,15
416,1059,Cat Physics,14824448,1.99,8
417,1060,随手记（专业版）-好用的记账理财工具,83899392,0.99,6
418,1061,AnkiMobile Flashcards,19371008,24.99,4
419,1062,WeatherPro for iPad,59475968,2.99,23
420,1063,Real英会話,80203776,3.99,4
421,1064,BATTLE BEARS -1,227403527,0.99,8
422,1065,Crash Bandicoot Nitro Kart 2,75254654,2.99,8
423,1066,WIRED Magazine,23879680,0.0,14
424,1067,Popplet,4893696,4.99,16
425,1068,Notes Plus,109620224,9.99,16
426,1069,Color Splash for iPad,18752512,1.99,15
427,1070,Robot Unicorn Attack,52117504,0.99,8
428,1071,SimSimi,31358976,0.0,19
429,1072,Carcassonne,359192576,9.99,8
430,1073,Apple Store,70782976,0.0,18
431,1074,TED,84056064,0.0,4
432,1075,Météo-France,124090368,0.0,23
433,1076,Ma Banque,137866240,0.0,6
434,1077,Doodle God™,121715712,1.99,8
435,1078,Carnivores: Dinosaur Hunter Pro,304654336,2.99,8
436,1079,Blackboard Mobile Learn™,51179520,0.0,4
437,1080,"SEC Football Schedules, Scores & Radio",60380160,1.99,20
438,1081,Hulu: Watch TV Shows & Stream the Latest Movies,99568640,0.0,5
439,1082,かなもじ,61272064,3.99,4
440,1083,恵方コンパス.,41207059,0.0,13
441,1084,360 Panorama,7954432,1.99,15
442,1085,"Mega Millions & Powerball - lottery games in the US with winning number results, lotto jackpots and prize payouts",7876608,0.0,10
443,1086,Cake Doodle,99558400,0.99,8
444,1087,The Impossible Quiz! for iPad,16857290,1.99,8
445,1088,Boating USA,111196160,9.99,13
446,1089,Diptic,36705280,2.99,15
447,1090,Family Feud™ HD,79312792,6.99,8
448,1091,Edmodo,127939584,0.0,4
449,1092,Auto Palmistry Premium,44349440,2.99,5
450,1093,Drift Mania Championship,1178477568,0.99,8
451,1094,「宅建士」過去問題《受験用》,24444928,3.99,4
452,1095,Osmos for iPad,41772032,4.99,8
453,1096,携程旅行-酒店、机票、火车票预订助手,144488448,0.0,21
454,1097,"Audible – audio books, original series & podcasts",81558528,0.0,1
455,1098,Living Earth - Clock & Weather,169009152,2.99,22
456,1099,Sushi Cat,62373888,0.99,8
457,1100,Talking Tom Cat for iPad,75417600,0.0,5
458,1101,Let's create! Pottery HD,175157248,4.99,5
459,1102,Files HD Pro - File Manager & Web Browser,28118016,4.99,22
460,1103,Army Fitness APFT Calculator,15759360,0.99,22
461,1104,Ringtones for iPhone & Ringtone Maker,109270016,0.0,12
462,1105,Zoopla Property Search -UK Homes for Sale and Rent,59411456,0.0,10
463,1106,Vestiaire Collective - Pre-Owned Luxury Fashion,138755072,0.0,18
464,1107,Week Calendar,81845248,1.99,16
465,1108,Stack the States®,132377600,2.99,4
466,1109,Flashlight Ⓞ,42027008,0.0,22
467,1110,ゲーム発展国＋＋,191410176,4.99,8
468,1111,Celebtwin: Celebrity Looks Like Lite,81773568,0.0,10
469,1112,Onefootball - Soccer Scores & Live News,113814528,0.0,20
470,1113,SuperCam_Pro,27815936,1.99,2
471,1114,カロリー管理（痩せるアプリ）,44402688,3.99,9
472,1115,手机百度 - 百度一下你就得到,226406400,0.0,22
473,1116,Sam's Club: Wholesale Shopping & Bulk Buy Deals,113119232,0.0,18
474,1117,Splashtop Personal - Remote Desktop,55986176,4.99,2
475,1118,eBay Kleinanzeigen - Free. Easy. Local.,63022080,0.0,18
476,1119,Viber Messenger – Text & Call,129657856,0.0,19
477,1120,Osmos,33989632,2.99,8
478,1121,shopkick - Shopping Rewards & Discounts,74822656,0.0,18
479,1122,Decide Now!,3462144,0.99,5
480,1123,"Ringtone Designer Pro - Create Unlimited Ringtones, Text Tones, Email Alerts, and More!",3462266,0.99,12
481,1124,The Secret of Grisly Manor,51794944,0.99,8
482,1125,"Find My Family, Friends & iPhone - Life360 Locator",154507264,0.0,19
483,1126,Pocketbooth - the photo booth in your pocket,72586240,0.99,15
484,1127,"乐视视频-白鹿原,欢乐颂,奔跑吧全网热播",184689664,0.0,5
485,1128,The Incident,19534848,0.99,8
486,1129,ホットペッパービューティー/サロン予約,65892352,0.0,10
487,1130,Dictionary.com Dictionary & Thesaurus Premium,108836864,3.99,17
488,1131,Autohome-Find new＆Used Cars For Sale,89219072,0.0,10
489,1132,OPEN Forum,83138560,0.0,2
490,1133,Weibo HD,104387584,0.0,19
491,1134,Reckless Racing HD,77139968,0.99,8
492,1135,Bloons Super Monkey,28566528,0.99,8
493,1136,Lotto Results - Mega Millions Powerball Lottery,7990272,0.0,14
494,1137,IKEA Catalog,122979328,0.0,10
495,1138,QQ安全中心,32918528,0.0,22
496,1139,Free IQ Test: Calculate your IQ,4034560,0.0,4
497,1140,Infinity Blade,624107810,0.99,8
498,1141,淘宝 - 随时随地，想淘就淘,309673984,0.0,18
499,1142,Virtual Regatta Offshore,123541504,0.0,8
